Project,DeploymentID,Site,Cruise,Status,Platform,Region,Type,Instrument_ID,GPS_Tracker,GPS_ID,GPS_Timing,Depth_Sensor,Deployment_Latitude,Deployment_Longitude,Deployment_Date,"Deployment_Depth_m
MB,2,DP,NA,Complete,moored,WCoastUSA,ST500HF,671641636,NA,NA,NA,NA,36.9863,-122.185308,10/23/2019 0:00:00,33,R/V Paragon (MBARI),2/26/2020 0:00:00,36.9863,-122.185308,R/V Paragon (MBARI),NA,1,1,,2,,3,,NA,10/23/2019 22:17:00,2/26/2020 12:46:31,60,60,96,,excellent,0,48,DP02,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,NA,NA,No,Yes,Yes - Bucket,58326,93,some wear - see photos,,,,"Anne Simonis, Jared Figurski, Katherine Whitaker","Off Davenport Beach, 2-256 GB external cards, =Deployed with two 18 lb buoys (added one) to prevent failure of weight retrieval system"
MB,1,MA,NA,Complete,moored,WCoastUSA,ST300HF,1208537119,NA,NA,NA,NA,36.69643,-121.82996,10/23/2019 0:00:00,33,R/V Paragon (MBARI),2/27/2020 0:00:00,36.69643,-121.82996, R/V Fulmar (MBNMS),NA,1,1,,2,,3,,High,10/23/2019 22:09:00,12/6/2019 6:22:24,10,30,48,,excellent,0,24,MA01,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,No,No,No,Yes,Yes-Bucket,58322,89,--,,,,"Anne Simonis, Jared Figurski, Katherine Whitaker","GPS Label on Paragon ""AC-MR"""
PASCAL,1,ORE,PASCAL,Complete,drift,WCoastUSA,ST4300,8505,Spot,"F, G",NA,NA,44.35261667,-125.3065833,8/19/2016 17:14:13,100,R/V Shimada,8/31/2016 15:04:41,43.28963,-126.28662,R/V Shimada,B-5,2,1,856052,2,856063,n/a,n/a,NA,8/20/2016 2:20:07,8/31/2016 14:42:00,2,10,288,Cory Hom-Weaver,compromised,250,144000,PASCAL_001,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
PASCAL,2,HUM,PASCAL,Complete,drift,WCoastUSA,ST4300,0773,Spot,"P, Q",NA,OT-1,41.48988333,-125.3636,8/21/2016 6:43:25,100,R/V Shimada,9/1/2016 2:19:50,41.89747,-125.31944,R/V Shimada,B-6,2,1,856061,2,856056,n/a,n/a,NA,8/20/2016 18:44:06,9/1/2016 2:06:05,2,10,288,Cory Hom-Weaver,good,28,144000,PASCAL_002,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
PASCAL,3,MND,PASCAL,Complete,drift,WCoastUSA,ST4300,2438,Spot,"R, S",NA,NA,38.57328333,-124.3630667,8/21/2016 10:41:47,100,R/V Shimada,9/2/2016 16:30:42,38.08465,-124.03339,R/V Shimada,B-7,2,1,856051,2,856067,n/a,n/a,NA,8/21/2016 10:37:16,9/2/2016 16:39:16,2,10,288,Cory Hom-Weaver,compromised,250,144000,PASCAL_003,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,"CBNMS, GFNMS",Shannon Rankin,
PASCAL,4,MBY,PASCAL,Complete,drift,WCoastUSA,ST4300,2634,Spot,"T, U",NA,NA,36.34588333,-122.9485333,8/22/2016 0:34:38,100,R/V Shimada,9/3/2016 19:11:44,36.04671,-122.68306,R/V Shimada,B-8,2,1,856060,2,856058,n/a,n/a,NA,8/22/2016 0:28:27,9/3/2016 19:14:33,2,10,288,Cory Hom-Weaver,good,70,144000,PASCAL_004,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
PASCAL,5,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,8677,Spot,"X, Y",NA,OT-3,34.21,-121.4316667,8/22/2016 15:05:24,100,R/V Shimada,9/4/2016 22:51:13,33.99318,-121.7215,R/V Shimada,B-9,2,1,856048,2,856059,n/a,n/a,NA,8/22/2016 15:03:58,9/4/2016 22:55:57,2,10,288,Cory Hom-Weaver,good,0,144000,PASCAL_005,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,
PASCAL,6,BCN,PASCAL,Complete,drift,WCoastUSA,ST4300,6538,Spot,"Z, AA",NA,NA,32.19448333,-119.9124333,8/24/2016 13:00:00,100,R/V Shimada,9/12/2016 12:53:21,32.60741,-119.49986,R/V Shimada,B-10,2,1,856053,2,856064,n/a,n/a,NA,8/24/2016 13:00:23,8/30/2016 3:29:26,2,2,288,Cory Hom-Weaver,compromised,230,144000,PASCAL_006,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,"Recorded continuously instead of duty-cycle. LTSA looks noisy, possibly from electrical noise"
PASCAL,7,BCN,PASCAL,Complete,drift,WCoastUSA,SM3M,SM3M #1,Spot,"Gen-C, A",NA,NA,31.36931667,-123.70755,8/25/2016 9:31:29,100,R/V Shimada,9/13/2016 9:29:54,30.24416,-122.39265,R/V Shimada,B-1,2,1,856045,2,856042,n/a,n/a,NA,8/25/2016 9:30:06,9/13/2016 9:30:03,Continuous,NA,256,Cory Hom-Weaver,compromised,250,128000,PASCAL_007,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,"SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements. Electrical noise between 40-55kHz. Also LTSA reads normally until 9/10/2016 then something weird happened?"
PASCAL,8,CHI,PASCAL,Complete,drift,WCoastUSA,SM2Bat,SM2+Bat #1,Spot,"H, I",NA,OT-4; SM2+,33.76465,-125.9156167,8/26/2016 4:56:14,100,R/V Shimada,9/14/2016 11:39:54,33.95017,-125.3851,R/V Shimada,W-1,2,1,856028,2,856025,n/a,n/a,NA,8/26/2016 4:56:00,9/14/2016 2:46:00,2,4,192,Cory Hom-Weaver,compromised,250,96000,PASCAL_008,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,"Noisy below 20 kHz; Good above. SM2Bat, banding throughout LTSA and recordings"
PASCAL,9,MBY,PASCAL,Complete,drift,WCoastUSA,ST300,3689,Spot,"AB, AC",NA,NA,36.54101667,-127.5716667,8/27/2016 0:30:47,100,R/V Shimada,9/15/2016 13:04:56,36.99042,-128.64151,R/V Shimada,B-11,1,1,201883689,n/a,n/a,n/a,n/a,NA,8/27/2016 2:14:57,9/15/2016 20:12:13,2,2,48,Cory Hom-Weaver,good,0,24000,PASCAL_009,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log
PASCAL,9,MBY,PASCAL,Complete,drift,WCoastUSA,ST4300,1436,Spot,"AB, AC",NA,NA,36.54101667,-127.5716667,8/27/2016 0:30:47,100,R/V Shimada,9/15/2016 13:04:56,36.99042,-128.64151,R/V Shimada,B-11,2,1,856050,2,856065,n/a,n/a,NA,8/27/2016 0:22:14,9/15/2016 13:04:14,2,10,288,Cory Hom-Weaver,good,0,288000,PASCAL_009,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,This is the SoundTrap used for the ADRIFT analysis
PASCAL,10,MND,PASCAL,Complete,drift,WCoastUSA,SM3M,SM3M #2,Spot,"C, V",NA,OT-5,39.24718333,-129.1932167,8/27/2016 17:45:53,100,R/V Shimada,9/16/2016 4:22:18,39.1791,-129.75836,R/V Shimada,B-2,2,1,856046,2,856039,n/a,n/a,NA,8/27/2016 17:44:06,9/17/2016 4:24:05,Continuous,NA,256,Cory Hom-Weaver,good,30,256000,PASCAL_010,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,"SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements. SM3M, banding throughout LTSA and recordings"
PASCAL,11,ORE,PASCAL,Complete,drift,WCoastUSA,SM2Bat,SM2+Bat #2,Spot,"J, K",NA,SM2+,42.23778333,-129.8487333,8/28/2016 12:47:37,100,R/V Shimada,9/17/2016 4:18:38,42.7939,-129.8728,R/V Shimada,W-2,2,1,856019,2,856023,n/a,n/a,NA,8/28/2016 12:44:00,9/17/2016 4:18:00,2,4,192,Cory Hom-Weaver,compromised,250,96000,PASCAL_011,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,"SM2Bat, banding throughout LTSA and recordings. No depth data"
PASCAL,12,COL,PASCAL,Complete,drift,WCoastUSA,ST4300,0774,Spot,"AD, AE",NA,NA,45.26296667,-129.7797333,8/29/2016 9:10:25,100,R/V Shimada,9/17/2016 19:55:07,45.36871,-129.07204,R/V Shimada,B-12,2,1,856049,2,856068,n/a,n/a,NA,8/29/2016 9:01:46,9/17/2016 19:53:46,2,10,288,Cory Hom-Weaver,good,27,144000,PASCAL_012,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
PASCAL,13,COL,PASCAL,Complete,drift,WCoastUSA,SM3M,SM3M #3,Spot,"Gen-D, D",NA,OT-6,46.22913333,-127.6061667,8/29/2016 20:51:57,100,R/V Shimada,9/18/2016 4:00:12,46.32899,-128.11394,R/V Shimada,B-3,2,1,856044,2,856040,n/a,n/a,NA,8/29/2016 20:50:05,9/15/2016 17:26:06,2,2,256,Cory Hom-Weaver,compromised,250,128000,PASCAL_013,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,"SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements)"
PASCAL,14,WAS,PASCAL,Unusable,drift,WCoastUSA,SM2Bat,SM2+Bat #3,Spot,"L, M",NA,SM2+,47.10786667,-125.6051167,8/30/2016 7:51:05,100,R/V Shimada,9/18/2016 16:08:10,47.10995,-125.37518,R/V Shimada,W-3,2,1,856027,2,856022,n/a,n/a,NA,8/30/2016 7:48:00,9/18/2016 16:10:00,2,4,192,Cory Hom-Weaver,unusable,NA,96000,PASCAL_014,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,Noisy; NOT usable. No depth data
PASCAL,15,ORE,PASCAL,Complete,drift,WCoastUSA,ST4300,8025,Spot,"AF, AG",NA,NA,43.68206667,-127.7441667,8/31/2016 7:11:05,100,R/V Shimada,9/16/2016 20:27:05,41.63644,-129.2764,R/V Shimada,B-13,2,1,856055,2,856066,n/a,n/a,NA,8/31/2016 7:11:39,9/5/2016 4:48:43,2,2,288,Cory Hom-Weaver,good,24,144000,PASCAL_015,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,Recorded continuously instead of duty-cycle
PASCAL,16,HUM,PASCAL,Complete,drift,WCoastUSA,ST4300,4581,Spot,"AH, AI",NA,OT-7,40.81186667,-127.5371667,9/1/2016 13:20:15,100,R/V Shimada,9/20/2016 23:57:07,39.43269,-127.61221,R/V Shimada,B-14,2,1,856054,2,856057,n/a,n/a,NA,9/1/2016 13:22:02,9/21/2016 0:04:02,2,10,288,Cory Hom-Weaver,compromised,100,144000,PASCAL_016,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
PASCAL,17,PTA,PASCAL,Complete,drift,WCoastUSA,SM3M,SM3M #4,Spot,"Gen-A, B",NA,NA,38.5191,-126.6401333,9/2/2016 3:55:42,100,R/V Shimada,9/21/2016 23:11:20,36.51007,-124.621,R/V Shimada,B-4,2,1,856041,2,856043,n/a,n/a,NA,9/2/2016 3:54:06,9/21/2016 23:14:00,Continuous,NA,256,Cory Hom-Weaver,compromised,105,128000,PASCAL_017,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,"SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements"
PASCAL,18,MBY,PASCAL,Complete,drift,WCoastUSA,SM2Bat,SM2+Bat #4,Spot,"N, O",NA,SM2+,35.84186667,-124.9150833,9/3/2016 5:34:44,100,R/V Shimada,9/22/2016 11:48:22,34.37835,-124.51677,R/V Shimada,W-4,2,1,856026,2,Unknown,n/a,n/a,NA,9/3/2016 5:32:00,9/22/2016 11:50:00,2,4,192,Cory Hom-Weaver,good,0,96000,PASCAL_018,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,No depth data
PASCAL,19,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,0129,Spot,"AJ, AK",NA,NA,33.2154,-123.1555333,9/4/2016 11:49:02,100,R/V Shimada,9/23/2016 6:59:23,31.83393,-122.06117,R/V Shimada,B-15,2,1,856047,2,856062,n/a,n/a,NA,9/4/2016 1:47:23,9/23/2016 6:59:22,2,10,288,Cory Hom-Weaver,good,46,144000,PASCAL_019,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
PASCAL,20,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,0773,Spot,"P, Q",NA,OT-12,33.14258333,-118.9932,9/6/2016 1:35:28,100,R/V Shimada,9/29/2016 5:07:18,33.73135,-120.94728,R/V Shimada,B-6,2,1,856061,2,856056,n/a,n/a,NA,9/7/2016 2:37:11,9/29/2016 5:18:16,2,10,288,Cory Hom-Weaver,compromised,167,144000,PASCAL_020,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,
PASCAL,21,MOB,PASCAL,Complete,drift,WCoastUSA,ST4300,8505,Spot,"T, U",NA,NA,35.29181667,-122.2448333,9/4/2016 0:05:17,100,R/V Shimada,9/25/2016 10:03:07,36.0036,-122.56168,R/V Shimada,B-8,2,1,856060,2,856058,n/a,n/a,NA,9/3/2016 23:54:34,9/25/2016 10:02:46,2,10,288,Cory Hom-Weaver,good,0,144000,PASCAL_021,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,MBNMS,Shannon Rankin,Sea Mount San Juan
PASCAL,22,SND,PASCAL,Complete,drift,WCoastUSA,ST4300,2634,Spot,"F, G",NA,OT-32,33.05618333,-120.98895,9/5/2016 6:45:44,100,R/V Shimada,9/28/2016 17:04:08,34.24002,-120.95419,R/V Shimada,B-5,2,1,856048,2,856059,n/a,n/a,NA,9/5/2016 6:46:25,9/28/2016 17:06:40,2,10,288,Cory Hom-Weaver,compromised,106,144000,PASCAL_022,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,Sea Mount San Juan
PASCAL,23,SND,PASCAL,Complete,drift,WCoastUSA,ST4300,8677,Spot,"R, S",NA,OT-42,33.0006,-121.0014,9/24/2016 1:37:36,100,R/V Shimada,9/28/2016 0:54:00,33.10899,-120.92377,R/V Shimada,B-7,2,1,856054,2,856057,n/a,n/a,NA,9/24/2016 0:37:42,9/28/2016 0:57:46,2,2,288,Cory Hom-Weaver,good,26,144000,PASCAL_023,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,Sea Mount San Juan
PASCAL,24,SND,PASCAL,Complete,drift,WCoastUSA,ST300,9174,Spot,"X, Y",NA,OT-52,33.07993333,-120.98435,9/24/2016 2:30:18,100,R/V Shimada,9/28/2016 1:51:21,33.14318,-120.80576,R/V Shimada,B-9,1,1,1678299174,n/a,n/a,n/a,n/a,NA,9/24/2016 1:46:49,9/28/2016 2:11:14,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_024,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,Sea Mount San Juan. This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log
PASCAL,24,SND,PASCAL,Complete,drift,WCoastUSA,ST4300,6538,Spot,"X, Y",NA,OT-52,33.07993333,-120.98435,9/24/2016 2:30:18,100,R/V Shimada,9/28/2016 1:51:21,33.14318,-120.80576,R/V Shimada,B-9,2,1,856052,2,856063,n/a,n/a,NA,9/24/2016 1:47:57,9/28/2016 2:09:43,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_024,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,Recorded continuously insteado duty-cycle. Sea Mount San Juan
PASCAL,25,SND,PASCAL,Complete,drift,WCoastUSA,ST4300,1436,Spot,"Z, AA",NA,NA,33.1353,-121.0613833,9/24/2016 4:08:38,100,R/V Shimada,9/28/2016 2:38:48,33.1833,-120.74837,R/V Shimada,B-10,2,1,856053,2,856064,n/a,n/a,NA,9/24/2016 4:09:39,9/28/2016 2:25:43,2,2,288,Cory Hom-Weaver,good,47,144000,PASCAL_025,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,No NMS entered,Shannon Rankin,Recorded continuously insteado duty-cycle. Sea Mount San Juan
PASCAL,26,CHI,PASCAL,Complete,drift,WCoastUSA,ST300,3689,Spot,"AB, AC",NA,OT-62,34.35036667,-121.0784,9/24/2016 15:16:01,250,R/V Shimada,9/26/2016 4:19:07,34.08626,-120.84152,R/V Shimada,B-11,1,1,201883689,n/a,n/a,n/a,n/a,NA,9/24/2016 15:15:59,9/26/2016 4:22:03,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_026,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,"Station 26 and 29 are on the same recorder. Data All Good. 2nd recorder was at 250m, Sea Mount Rodriguez. This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log"
PASCAL,26,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,0774,Spot,"AB, AC",NA,OT-62,34.35036667,-121.0784,9/24/2016 15:16:01,100,R/V Shimada,9/26/2016 4:19:07,34.08626,-120.84152,R/V Shimada,B-11,2,1,856050,2,856065,n/a,n/a,NA,9/24/2016 15:15:28,9/26/2016 4:21:29,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_026,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,Recorded continuously insteado duty-cycle. Sea Mount Rodriguez
PASCAL,27,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,8025,Spot,"AD, AE",NA,NA,34.05741667,-121.0491833,9/24/2016 15:49:32,100,R/V Shimada,9/26/2016 3:52:20,34.10227,-120.85547,R/V Shimada,B-12,2,1,856049,2,856068,n/a,n/a,NA,9/24/2016 15:49:50,9/26/2016 3:53:51,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_027,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,"Station 27 and 30 are on the same recorder. Data All Good, Sea Mount Rodriguez"
PASCAL,28,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,4581,Spot,"AF, AG",NA,OT-72,33.97393333,-120.9855667,9/24/2016 16:40:10,100,R/V Shimada,9/29/2016 2:57:31,33.86065,-121.26205,R/V Shimada,B-13,2,1,856055,2,856066,n/a,n/a,NA,9/24/2016 16:40:33,9/29/2016 3:38:00,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_028,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,Sea Mount Rodriguez
PASCAL,29,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,0774,Spot,"AB, AC",NA,OT-62,34.05123333,-121.0512333,9/26/2016 5:40:28,100,R/V Shimada,9/28/2016 14:16:43,33.96885,-120.87064,R/V Shimada,B-11,2,1,856050,2,856065,n/a,n/a,NA,9/26/2016 5:39:29,9/28/2016 14:17:32,2,2,288,Cory Hom-Weaver,compromised,250,144000,PASCAL_029,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,"Station 29 is the redeployment of station 26 where the DASBR was picked up and redeployed without turning off the recorder. Data All Good. 2nd recorder was at 250m, Sea Mount Rodriguez"
PASCAL,29,CHI,PASCAL,Complete,drift,WCoastUSA,ST300,3689,Spot,"AB, AC",NA,OT-62,34.05123333,-121.0512333,9/26/2016 5:40:28,250,R/V Shimada,9/28/2016 14:16:43,33.96885,-120.87064,R/V Shimada,B-11,1,1,201883689,n/a,n/a,n/a,n/a,NA,9/26/2016 5:42:04,9/28/2016 14:18:11,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_029,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,Sea Mount Rodriguez. This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log
PASCAL,30,CHI,PASCAL,Complete,drift,WCoastUSA,ST4300,8025,Spot,"AD, AE",NA,NA,34.03533333,-121.0779167,9/26/2016 6:07:42,100,R/V Shimada,9/28/2016 15:12:32,34.01502,-120.86354,R/V Shimada,B-12,2,1,856049,2,856068,n/a,n/a,NA,9/26/2016 6:07:52,9/28/2016 15:13:54,2,2,288,Cory Hom-Weaver,good,0,144000,PASCAL_030,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,NA,CHNMS,Shannon Rankin,"Station 30 is the redeployment of station 27 where the DASBR was picked up and redeployed without turning off the recorder. Data All Good, Sea Mount Rodriguez"
MB,1,PP,NA,Complete,moored,WCoastUSA,ST300HF,1208528927,NA,NA,NA,NA,36.64803,-121.90788,10/23/2019 0:00:00,73,R/V Paragon (MBARI),2/26/2020 0:00:00,36.64803,-121.90788, R4107 (MBNMS),NA,1,1,,2,,3,,High,10/23/2019 21:40:00,2/27/2020 16:10:01,10,30,48,,good,0,24,PP01,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,No,No,No,Yes,No,58325,,--,,,,"Anne Simonis, Jared Figurski, Katherine Whitaker",Site chosen as comparison to John Joseph's (Naval Postgraduate School) Pt. Pinos station
POSIT,1,RP,NA,Complete,moored,WCoastUSA,ST300HF,1208528927,NA,NA,NA,NA,36.397139,-121.912556,8/5/2019 0:00:00,31,R/V Paragon (MBARI),10/7/2019 0:00:00,36.397139,-121.912556,R/V Paragon (MBARI),NA,1,1,,2,,3,,High,8/5/2019 19:00:00,10/7/2019 16:00:00,2,6,96,,good,0,48,RP01,Off,Yes,12dB,70 us,1000us,Yes,500 us,500us,NA,No,60,No,Yes,Yes - Bucket,58322,89,1.2 cm (new),,,,"Anne Simonis, John Ryan, Jared Figurski, Sarah Malette, Meghan Ignatowicz","Deployed at Rocky Point, on edge of kelp, drop cam verified orientation of mooring & presence of rock fish, estimated endurance= 64 days (October 8) with external battery pack. Instrument position at MBARI waypoint ""AC-RP-DEP"""
MB,1,SB,NA,Complete,moored,WCoastUSA,ST500HF,4915,NA,NA,NA,NA,36.876389,-121.861417,8/6/2019 0:00:00,21,R/V Paragon (MBARI),10/23/2019 0:00:00,36.876389,-121.861417,R/V Paragon (MBARI),NA,1,1,,2,,3,,NA,8/6/2019 18:42:00,10/23/2019 15:50:00,60,60,96,,good,0,48,SB01,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,NA,NA,No,Yes,Yes - Bucket,58324,91,1.2 cm (new),,,,"Anne Simonis, Jared Figurski, Meghan Ignatowicz, Katherine Whitaker","Off Sunset State Beach, 3-256 GB external cards. On the previous day, one battery leaked. The instrument was cleaned and tested overnight with new batteries. Started recording at dock with remote. Deployed near spawning aggregation of market squid. Drop Cam footage showed squid eggs, sand dabs. 2 squid light boats, about 6 recreational fishing boats catching halibut, 2 trawlers (salmon?), MBARI waypoint = ""AC SS DEP"""
MB,2,SB,NA,Complete,moored,WCoastUSA,ST500HF,4915,NA,NA,NA,NA,36.87635,-121.86135,10/23/2019 0:00:00,21,R/V Paragon (MBARI),2/26/2020 0:00:00,36.87635,-121.86135,R4107 (MBNMS),NA,1,1,,2,,3,,NA,10/23/2019 16:00:00,2/26/2020 23:04:34,60,60,96,,good,0,48,"SB02
",NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,NA,NA,No,Yes,Yes - Bucket,58324,91,some wear - see photos,,,,"Anne Simonis, Jared Figurski, Katherine Whitaker","Sunset State Beach, two 256 GB cards, deployed with two 18 lb buoys to prevent failure of weight retrieval system
"
MB,1,SC,NA,Complete,moored,WCoastUSA,ST500HF,5288,NA,NA,NA,NA,36.92385,-122.00496,10/23/2019 0:00:00,30,R/V Paragon (MBARI),2/26/2020 0:00:00,36.92385,-122.00496,R/V Paragon (MBARI),NA,1,1,,2,,3,,NA,10/23/2019 20:43:00,12/16/2019 7:26:07,60,60,96,,good,0,48,SC01,NA,Yes,12dB,200 us,1000us,Yes,500 us,500 us,NA,NA,NA,No,Yes,Yes - Bucket,58323,90,--,,,,"Anne Simonis, Jared Figurski, Katherine Whitaker",repositioned 1 mile south of original point to avoid rocky reef bottom and crab pots