"","Project","DeploymentID","Site","Cruise","Status","Platform","Region","Type","Instrument_ID","GPS_Tracker","GPS_ID","GPS_Timing","Depth_Sensor","Deployment_Latitude","Deployment_Longitude","Deployment_Date","Deployment_Depth_m
"42","ADRIFT",42,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5296","Solar","SO-533",NA,"17434",44.60481667,-124.7533,2023-03-16 19:30:00,100,"R/V Elakha",2023-03-21 00:45:00,44.60491,-124.69933,"R/V Pacific Storm","E02_9299",2,1,856163,2,"856171",2023-03-16 19:29:57,2023-03-21 00:44:35,"Continuous",NA,384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_042","No","10",NA,NA,NA,"Craig Hayslip, Angela Szesciorka","ORE March deployments","Continuous",4.21875,101.243888888889
"43","ADRIFT",43,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5986","Solar","SO-692",NA,"17435",44.77816667,-124.7205667,2023-03-16 18:53:00,100,"R/V Elakha",2023-03-20 23:30:00,44.69511,-124.60888,"R/V Pacific Storm","H02_9299",2,1,856159,2,"856177",2023-03-16 18:52:27,2023-03-20 08:53:16,"Continuous",NA,384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_043","No","10",NA,NA,NA,"Craig Hayslip, Angela Szesciorka","ORE March deployments","Continuous",4.19236111111111,86.0136111111111
"44","ADRIFT",44,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5991","Solar","SO-865",NA,"17438",44.54475,-124.6553667,2023-03-16 20:10:00,100,"R/V Elakha",2023-03-21 02:10:00,44.54705,-124.51382,"R/V Pacific Storm","T_9299",2,1,856136,2,"856145",2023-03-16 20:14:58,2023-03-20 21:11:30,"Continuous",NA,384,"Cory Hom-Weaver","compromised",75,192000,"ADRIFT_044","No","10",NA,NA,NA,"Craig Hayslip, Angela Szesciorka","ORE March deployments; Ch 1 has lower recieved levels than expected, use CH2  only","Continuous",4.25,96.9422222222222
"45","ADRIFT",45,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5994","Solar","SO-588",NA,"17439",44.61528333,-124.6186833,2023-03-16 18:01:00,100,"R/V Elakha",2023-03-21 01:40:00,44.54106,-124.5816033,"R/V Pacific Storm","V01_9299",2,1,856138,2,"856151",2023-03-16 18:59:58,2023-03-20 11:40:17,"Continuous",NA,384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_045","No","10",NA,NA,NA,"Craig Hayslip, Angela Szesciorka","ORE March deployments","Continuous",4.31875,88.6719444444444
"46","ADRIFT",46,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6655","Solar","SO-135","30","16639/16528",35.62419386,-121.8505283,2023-03-11 18:55:00,100,"R/V Shearwater",2023-03-16 21:37:00,35.25666,-121.6134,"R/V Shearwater","J02_9299",2,1,856158,2,"856172",2023-03-11 19:00:00,2023-03-16 21:30:01,"6","6",384,"Cory Hom-Weaver","good",30,192000,"ADRIFT_046","No","10",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Overlaps with day light savings time change","6 min for every 6",5.1125,122.500277777778
"47","ADRIFT",47,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6668","Solar","SO-777","30","16647/16656",35.62972532,-121.9802548,2023-03-11 19:16:54,100,"R/V Shearwater",2023-03-16 21:11:00,35.26058,-121.68873,"R/V Shearwater","N01_9296",3,1,856117,2,"856128",2023-03-11 19:30:00,2023-03-16 21:12:01,"6","6",384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_047","No","10",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Only used CH 2, Overlaps with day light savings time change","6 min for every 6",5.07923611111111,121.700277777778
"48","ADRIFT",48,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7519","Solar","SO-359","30","16658/15737",35.62915861,-122.0844465,2023-03-11 19:51:07,100,"R/V Shearwater",2023-03-18 18:23:00,35.35003,-120.943,"R/V Shearwater","L02_9299",2,1,856157,2,"856169",2023-03-11 19:54:00,2023-03-18 18:12:02,"6","6",384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_048","No","No",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Ogger pole was barely out of the water when we recovered it. Everything was intact but the pole was full of water, Overlaps with day light savings time change","6 min for every 6",6.93880787037037,166.300555555556
"49","ADRIFT",49,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6671","Solar","SO-866","30","15968/15766",35.62906925,-122.1830466,2023-03-11 20:22:35,100,"R/V Shearwater",2023-03-16 17:54:00,35.4120833,-120.8007,"R/V Shearwater","X01_9299",2,1,856140,2,"856150",2023-03-11 20:36:00,2023-03-16 17:42:01,"6","6",384,"Cory Hom-Weaver","good",0,192000,"ADRIFT_049","No","10",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Overlaps with day light savings time change","6 min for every 6",4.89681712962963,117.100277777778
"50","ADRIFT",50,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6664","Solar","SO-082","30","16530/15801",35.5439932,-122.177762,2023-03-11 20:52:46,100,"R/V Shearwater",2023-03-16 20:10:00,35.24386,-121.91488,"R/V Shearwater","B02_9299",2,1,856165,2,"856173",2023-03-11 21:00:00,2023-03-16 20:00:01,"6","6",384,"Cory Hom-Weaver","good",30,192000,"ADRIFT_050","No","10",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Overlaps with day light savings time change","6 min for every 6",4.97030092592593,119.000277777778
"51","ADRIFT",51,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6667","Solar","SO-506","30","16583/16557",35.54540894,-122.0818228,2023-03-11 21:19:46,100,"R/V Shearwater",2023-03-16 19:33:00,35.24386,-121.9148,"R/V Shearwater","K02_9299",2,1,856154,2,"856170",2023-03-11 21:30:00,2023-03-16 19:24:01,"6","6",384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_051","No","10",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Overlaps with day light savings time change","6 min for every 6",4.92585648148148,117.900277777778
"52","ADRIFT",52,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7517","Solar","SO-919","30","16409/15761",35.54511705,-121.9806422,2023-03-11 21:44:21,100,"R/V Shearwater",2023-03-17 00:02:00,35.088,-121.7386,"R/V Shearwater","F02_9299",2,1,856164,2,"856175",2023-03-11 21:54:00,2023-03-16 22:54:01,"6","6",384,"Cory Hom-Weaver","good",75,192000,"ADRIFT_052","No","No",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Overlaps with day light savings time change","6 min for every 6",5.09559027777778,121.000277777778
"53","ADRIFT",53,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6665","Solar","SO-602","30","16431/16536",35.54311385,-121.872749,2023-03-11 22:10:18,100,"R/V Shearwater",2023-03-17 00:37:00,34.95593,-121.70421,"R/V Shearwater","Z01_9299",2,1,856135,2,"856148",2023-03-11 22:18:00,2023-03-16 23:30:01,"6","6",384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_053","No","10",NA,NA,"CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","Overlaps with day light savings time change","6 min for every 6",5.101875,121.200277777778
"54","ADRIFT",54,"HUM","Scrimshaw","Complete","drift","WCoastUSA","ST4300HF","5984","Solar","SO-305",NA,"15518",40.83895,-124.5385,2023-03-16 18:30:00,100,"F/V Scrimshaw",2023-03-18 16:57:00,40.80312,-124.52767,"F/V Scrimshaw","C02_9299",2,1,856155,2,"856166",2023-03-16 18:29:58,2023-03-18 16:59:48,"Continuous",NA,384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_054","No","10",NA,NA,NA,"Eric Bjorkstedt","No depth data, sensor doesn't connect","Continuous",1.93541666666667,46.4972222222222
"55","ADRIFT",55,"HUM","Scrimshaw","Complete","drift","WCoastUSA","ST4300STD","8025","Solar","SO-798",NA,"15865",40.84346667,-124.6252833,2023-03-16 18:50:00,100,"F/V Scrimshaw",2023-03-18 17:08:00,40.87655,-124.45437,"F/V Scrimshaw","G02_9299",2,1,856161,2,"856176",2023-03-16 18:29:58,2023-03-18 17:29:52,"Continuous",NA,288,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_055","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"Continuous",1.92916666666667,46.9983333333333
"56","ADRIFT",56,"HUM","Scrimshaw","Unusable","drift","WCoastUSA","ST4300HF","1071","Solar","SO-638",NA,"16396",40.84366667,-124.6681333,2023-03-16 19:10:00,100,"F/V Scrimshaw",2023-03-18 17:28:00,40.9361,-124.5078,"F/V Scrimshaw","A02_9299",2,1,856156,2,"856167",NA,NA,"Continuous",NA,384,"Kourtney Burger","unusable",NA,NA,"ADRIFT_056","No","10",NA,NA,NA,"Eric Bjorkstedt","No data, recorder wasn't turned on","Continuous",1.92916666666667,NA
"57","ADRIFT",57,"HUM","Scrimshaw","Complete","drift","WCoastUSA","ST4300HF","5992","Solar","SO-001",NA,"16408",40.84618333,-124.7094333,2023-03-16 19:30:00,100,"F/V Scrimshaw",2023-03-18 18:03:00,41.08561,-124.50659,"F/V Scrimshaw","D02_9299",2,1,856162,2,"856168",2023-03-16 19:14:57,2023-03-18 16:59:48,"Continuous",NA,384,"Cory Hom-Weaver","compromised",1000,192000,"ADRIFT_057","No","10",NA,NA,NA,"Eric Bjorkstedt","Knocking on the recorder through most of the deployment","Continuous",1.93958333333333,45.7475
"58","ADRIFT",58,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5296","Solar","SO-533",NA,"17434",43.81065,-124.61415,2023-04-13 07:35:00,100,"R/V Pacific Storm",2023-04-16 17:12:00,43.26737,-124.67334,"R/V Pacific Storm","E02_9299",2,1,856163,2,"856171",2023-04-13 07:49:55,2023-04-16 17:09:47,"Continuous",NA,384,"Cory Hom-Weaver","good",1500,192000,"ADRIFT_058","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 1; MOSAIC cruise","Continuous",3.40069444444444,81.3311111111111
"59","ADRIFT",59,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5986","Solar","SO-692",NA,"17435",43.89408333,-124.7331667,2023-04-13 06:00:00,100,"R/V Pacific Storm",2023-04-16 21:10:00,43.69092,-124.50425,"R/V Pacific Storm","H02_9299",2,1,856159,2,"856177",2023-04-13 06:15:13,2023-04-16 18:18:58,"Continuous",NA,384,"Cory Hom-Weaver","good",100,192000,"ADRIFT_059","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 1; MOSAIC cruise","Continuous",3.63194444444444,84.0625
"60","ADRIFT",60,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5991","Solar","SO-865",NA,"17438",43.8128,-124.7406667,2023-04-13 06:45:00,100,"R/V Pacific Storm",2023-04-16 18:28:00,43.35256,-124.56476,"R/V Pacific Storm","T_9299",2,1,856136,2,"856145",2023-04-13 06:58:23,2023-04-16 18:13:06,"Continuous",NA,384,"Cory Hom-Weaver","compromised",75,192000,"ADRIFT_060","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 1; Ch 1 has lower recieved levels than expected, use CH2  only, Possibly why the noise looks different in this drift;; MOSAIC cruise","Continuous",3.48819444444444,83.2452777777778
"61","ADRIFT",61,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5994","Solar","SO-588",NA,"17439",43.8833,-124.6160333,2023-04-13 05:15:00,100,"R/V Pacific Storm",2023-04-16 19:03:00,43.39276,-124.47833,"R/V Pacific Storm","V01_9299",2,1,856138,2,"856151",2023-04-13 05:14:02,2023-04-16 18:56:46,"Continuous",NA,384,"Cory Hom-Weaver","compromised",730,192000,"ADRIFT_061","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 1; MOSAIC cruise","Continuous",3.575,85.7122222222222
"62","ADRIFT",62,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5296","Solar","SO-533",NA,"17434",45.07783333,-124.3935,2023-04-26 03:45:00,100,"R/V Pacific Storm",2023-04-29 05:15:00,45.1584,-124.5925,"R/V Pacific Storm","E02_9299",2,1,856163,2,"856171",2023-04-26 03:37:21,2023-04-29 05:28:54,"Continuous",NA,384,"Cory Hom-Weaver","good",250,192000,"ADRIFT_062","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 2; MOSAIC cruise","Continuous",3.0625,73.8591666666667
"63","ADRIFT",63,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5986","Solar","SO-692",NA,"17435",45.15816667,-124.3968333,2023-04-26 03:05:00,100,"R/V Pacific Storm",2023-04-29 21:15:00,45.385,-124.5665,"R/V Pacific Storm","H02_9299",2,1,856159,2,"856177",2023-04-26 03:03:34,2023-04-29 03:44:57,"Continuous",NA,384,"Cory Hom-Weaver","good",250,192000,"ADRIFT_063","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 2; MOSAIC cruise","Continuous",3.75694444444444,72.6897222222222
"64","ADRIFT",64,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5991","Solar","SO-865",NA,"17438",45.2415,-124.3993333,2023-04-26 02:25:00,100,"R/V Pacific Storm",2023-04-29 20:35:00,45.40716667,-124.4928333,"R/V Pacific Storm","T_9299",2,1,856136,2,"856145",2023-04-26 02:06:08,2023-04-29 07:20:35,"Continuous",NA,384,"Cory Hom-Weaver","compromised",700,192000,"ADRIFT_064","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 2; Ch 1 has lower recieved levels than expected, use CH2  only; MOSAIC cruise","Continuous",3.75694444444444,77.2408333333333
"65","ADRIFT",65,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5994","Solar","SO-588",NA,"17439",45.3245,-124.402,2023-04-26 01:50:00,100,"R/V Pacific Storm",2023-04-29 07:15:00,45.2014,-124.2783333,"R/V Pacific Storm","V01_9299",2,1,856138,2,"856151",2023-04-26 02:59:55,2023-04-29 06:47:59,"Continuous",NA,384,"Cory Hom-Weaver","compromised",1000,192000,"ADRIFT_065","No","10",NA,NA,NA,"Craig Hayslip, Daniel Palacios, Ladd Irvine, crew of Storm","ORE April deployment part 2; MOSAIC cruise","Continuous",3.22569444444444,75.8011111111111
"66","ADRIFT",66,"SFB","ACCESS","Unusable","drift","WCoastUSA","ST640","6671","Solar","SO-919",NA,"16557",37.72205,-123.23272,2023-05-08 03:08:00,100,"R/V Shimada",2023-05-13 20:51:00,37.569893,-123.536577,"R/V Shimada","K02_9299",2,1,856154,2,"856170",NA,NA,"6","6",384,"Kourtney Burger","unusable",NA,NA,"ADRIFT_066","No","10",NA,NA,"GFNMS","Jan Roletto","Soundtrap was flooded upon recovery; About 4 minutes of data was recovered from corroded SD cards (data on DON, not packaged for passive packer). Tracking link: https://fleetone.lonestartracking.com/share?95518b08ac3d4f2b37b84c72226eed4f","6 min for every 6",5.73819444444444,NA
"67","ADRIFT",67,"SFB","ACCESS","Complete","drift","WCoastUSA","ST640","6668","Solar","SO-506",NA,"16656",37.80117,-123.38492,2023-05-08 04:18:00,100,"R/V Shimada",2023-05-12 01:46:00,37.43115,-123.47074,"R/V Shimada","J02_9299",2,1,856158,2,"856172",2023-05-08 04:18:02,2023-05-12 01:36:03,"6","6",384,"Cory Hom-Weaver","compromised",50,192000,"ADRIFT_067","No","10",NA,NA,"GFNMS","Jan Roletto","Anchor was missing on retrieval. There is a possibility it grounded at Rittenburg Bank on 3/9/23. We need to check the recordings when they are back. Tracking link: https://fleetone.lonestartracking.com/share?95518b08ac3d4f2b37b84c72226eed4f . Snapping shrimp sounds start to appear 05/09/2023 02:50, flow noise is high after 05/10/2023 08:17:04","6 min for every 6",3.89444444444444,93.3002777777778
"68","ADRIFT",68,"HUM","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5992","Solar","SO-001",NA,"16546",40.8272,-124.539467,2023-05-07 00:25:00,100,"F/V Scrimshaw",2023-05-09 16:08:00,41.01357,-124.57364,"F/V Scrimshaw","C02_9299",2,1,856155,2,"856166",2023-05-07 00:29:58,2023-05-09 16:14:48,"Continuous",NA,384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_068","No","10",NA,NA,NA,"Eric Bjorkstedt","Ch 1 has lower recieved levels than expected, use CH2 only","Continuous",2.65486111111111,63.7472222222222
"69","ADRIFT",69,"HUM","ADRIFT","Unusable","drift","WCoastUSA","ST4300HF","1071","Solar","SO-305",NA,"15865",40.82845,-124.588217,2023-05-07 00:37:00,100,"F/V Scrimshaw",2023-05-09,41.16206,-124.41831,"F/V Scrimshaw","G02_9299",2,1,856161,2,"856176",NA,NA,"Continuous",NA,384,"Kourtney Burger","unusable",NA,NA,"ADRIFT_069","No","10",NA,NA,NA,"Eric Bjorkstedt","Something is wrong with the recordings. The signal looks super weak in both channels. Data deleted from DON, SUD files on PAM2, not packaged for passive packer","Continuous",1.97430555555556,NA
"70","ADRIFT",70,"HUM","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5984","Solar","SO-798",NA,"16396",40.827433,-124.64165,2023-05-07 00:59:00,100,"F/V Scrimshaw",2023-05-09 17:30:00,40.8005,-125.02851,"F/V Scrimshaw","A02_9299",2,1,856156,2,"856167",2023-05-07 00:52:27,2023-05-09 17:44:46,"Continuous",NA,384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_070","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"Continuous",2.68819444444444,64.8719444444444
"71","ADRIFT",71,"HUM","ADRIFT","Complete","drift","WCoastUSA","ST4300STD","8025","Solar","SO-638",NA,"16408",40.8274,-124.6979,2023-05-07 01:17:00,100,"F/V Scrimshaw",2023-05-09 17:59:48,40.76916,-125.09938,"F/V Scrimshaw","D02_9299",2,1,856162,2,"856168",2023-05-07 00:59:58,2023-05-09 17:59:48,"Continuous",NA,288,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_071","No","10",NA,NA,NA,"Eric Bjorkstedt",NA,"Continuous",2.69638888888889,64.9972222222222
"72","ADRIFT",72,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5296","Solar","SO-533",NA,"17434",44.61386667,-124.7515667,2023-05-17 18:20:00,100,"R/V Elakha",2023-05-26 05:28:00,44.20557,-124.8223,"R/V Pacific Storm","E02_9299",2,1,856163,1,"856171",2023-05-17 18:13:55,2023-05-23 13:36:53,"Continuous",NA,384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_072","No","10",NA,NA,NA,"Craig Hayslip, Hannah Sawyer, crew of Elakha","May deployment","Continuous",8.46388888888889,139.382777777778
"73","ADRIFT",73,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5986","Solar","SO-692",NA,"17435",44.64125,-124.7832,2023-05-17 18:45:00,100,"R/V Elakha",2023-05-26 11:32:00,43.57674,-124.9721,"R/V Pacific Storm","H02_9299",2,1,856159,1,"856177",2023-05-17 18:38:29,2023-05-21 06:28:32,"Continuous",NA,384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_073","No","10",NA,NA,NA,"Craig Hayslip, Hannah Sawyer, crew of Elakha","May deployment","Continuous",8.69930555555556,83.8341666666667
"74","ADRIFT",74,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5991","Solar","SO-865",NA,"17438",44.61011667,-124.8104167,2023-05-17 19:06:00,100,"R/V Elakha",2023-05-26 11:00:00,43.60559,-125.01611,"R/V Pacific Storm","T01_9299",2,1,856136,1,"856145",2023-05-17 18:58:58,2023-05-21 20:30:14,"Continuous",NA,384,"Cory Hom-Weaver","compromised",250,192000,"ADRIFT_074","No","10",NA,NA,NA,"Craig Hayslip, Hannah Sawyer, crew of Elakha","May deployment; Ch 1 has lower recieved levels than expected, use CH2  only","Continuous",8.6625,97.5211111111111
"75","ADRIFT",75,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5994","Solar","SO-588",NA,"17439",44.583,-124.7810167,2023-05-17 19:02:00,100,"R/V Elakha",2023-05-26 05:39:00,44.22705,-124.84481,"R/V Pacific Storm","V01_9299",2,1,856138,1,"856151",2023-05-17 19:25:22,2023-05-21 09:00:04,"Continuous",NA,384,"Cory Hom-Weaver","good",250,192000,"ADRIFT_075","No","10",NA,NA,NA,"Craig Hayslip, Hannah Sawyer, crew of Elakha","May deployment","Continuous",8.44236111111111,85.5783333333333
"76","ADRIFT",76,"ORE","ADRIFT","Unusable","drift","WCoastUSA","ST4300HF","5296","Solar","SO-533",NA,"17434",44.6520667,-124.65207,2023-07-17 19:05:00,100,"R/V Elakha",2023-07-21 20:15:00,44.4635,-124.942,"R/V Pacific Storm","E02_9299",2,1,856163,1,"856171",NA,NA,"6","6",384,"Kourtney Burger","unusable",NA,NA,"ADRIFT_076","No","10",NA,NA,NA,"Craig Hayslip, Marissa Garcia, crew of Elakha/Storm","July deployment, recorder didn't start","6 min for every 6",4.04861111111111,NA
"77","ADRIFT",77,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5986","Solar","SO-692",NA,"17435",44.7479333,-124.74793,2023-07-17 20:00:00,100,"R/V Elakha",2023-07-21 21:20:00,44.43216667,-124.8083333,"R/V Pacific Storm","H02_9299",2,1,856159,1,"856177",2023-07-17 19:08:24,2023-07-21 08:34:54,"6","6",384,"Cory Hom-Weaver","compromised",150,192000,"ADRIFT_077","No","10",NA,NA,NA,"Craig Hayslip, Marissa Garcia, crew of Elakha/Storm","July deployment","6 min for every 6",4.05555555555556,85.4416666666667
"78","ADRIFT",78,"ORE","ADRIFT","Complete","drift","WCoastUSA","ST4300HF","5994","Solar","SO-588",NA,"17439",44.73705,-124.67712,2023-07-17 18:25:00,100,"R/V Elakha",2023-07-21 21:00:00,44.45266667,-124.8458333,"R/V Pacific Storm","V01_9299",2,1,856138,1,"856151",2023-07-17 20:03:06,2023-07-21 11:22:38,"6","6",384,"Cory Hom-Weaver","compromised",55,192000,"ADRIFT_078","No","10",NA,NA,NA,"Craig Hayslip, Marissa Garcia, crew of Elakha/Storm","July deployment, lots of noise throughout the drift","6 min for every 6",4.10763888888889,87.3255555555556
"79","ADRIFT",79,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6664","Solar","SO-866",NA,"15766/16431",35.627767,-121.637933,2023-07-11 19:58:00,100,"R/V Fulmar",2023-07-16 16:28:00,35.399233,-121.457383,"R/V  Fulmar","K02_9299",2,1,856154,2,"856170",2023-07-11 19:54:00,2023-07-16 16:24:02,"6","6",384,"Cory Hom-Weaver","good",200,192000,"ADRIFT_079","No","10","No",NA,"CHNMS, MBNMS","Cory Hom-Weaver",NA,"6 min for every 6",4.85416666666667,116.500555555556
"80","ADRIFT",80,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6655","Solar","SO-602",NA,"15968/16536",35.6299,-121.754417,2023-07-11 20:38:00,100,"R/V Fulmar",2023-07-16 20:23:00,35.875933,-121.757017,"R/V  Fulmar","B02_9299",2,1,856165,2,"856173",2023-07-11 20:42:00,2023-07-16 20:12:01,"6","6",384,"Cory Hom-Weaver","good",50,192000,"ADRIFT_080","No","10","No",NA,"MBNMS","Cory Hom-Weaver",NA,"6 min for every 6",4.98958333333333,119.500277777778
