"","Project","DeploymentID","Site","Cruise","Status","Platform","Region","Type","Instrument_ID","GPS_Tracker","GPS_ID","GPS_Timing","Depth_Sensor","Deployment_Latitude","Deployment_Longitude","Deployment_Date","Deployment_Depth_m
"124","PASCAL",5,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","8677","Spot","X, Y",NA,"OT-3",34.21,-121.4316667,2016-08-22 15:05:24,100,"R/V Shimada",2016-09-04 22:51:13,33.99318,-121.7215,"R/V Shimada","B-9",2,1,856048,2,"856059",2016-08-22 15:03:58,2016-09-04 22:55:57,"2","10",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_005",NA,NA,NA,NA,"CHNMS","Shannon Rankin",NA,"2 min for every 10",13.3234837962963,319.866388888889
"125","PASCAL",6,"BCN","PASCAL","Complete","drift","WCoastUSA","ST4300","6538","Spot","Z, AA",NA,NA,32.19448333,-119.9124333,2016-08-24 13:00:00,100,"R/V Shimada",2016-09-12 12:53:21,32.60741,-119.49986,"R/V Shimada","B-10",2,1,856053,2,"856064",2016-08-24 13:00:23,2016-08-30 03:29:26,"2","2",288,"Cory Hom-Weaver","compromised",230,144000,"PASCAL_006",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Recorded continuously instead of duty-cycle. LTSA looks noisy, possibly from electrical noise","2 min for every 2",18.9953819444444,134.484166666667
"126","PASCAL",7,"BCN","PASCAL","Complete","drift","WCoastUSA","SM3M","SM3M #1","Spot","Gen-C, A",NA,NA,31.36931667,-123.70755,2016-08-25 09:31:29,100,"R/V Shimada",2016-09-13 09:29:54,30.24416,-122.39265,"R/V Shimada","B-1",2,1,856045,2,"856042",2016-08-25 09:30:06,2016-09-13 09:30:03,"Continuous",NA,256,"Cory Hom-Weaver","compromised",250,128000,"PASCAL_007",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements. Electrical noise between 40-55kHz. Also LTSA reads normally until 9/10/2016 then something weird happened?","Continuous",18.998900462963,455.999166666667
"127","PASCAL",8,"CHI","PASCAL","Complete","drift","WCoastUSA","SM2Bat","SM2+Bat #1","Spot","H, I",NA,"OT-4; SM2+",33.76465,-125.9156167,2016-08-26 04:56:14,100,"R/V Shimada",2016-09-14 11:39:54,33.95017,-125.3851,"R/V Shimada","W-1",2,1,856028,2,"856025",2016-08-26 04:56:00,2016-09-14 02:46:00,"2","4",192,"Cory Hom-Weaver","compromised",250,96000,"PASCAL_008",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Noisy below 20 kHz; Good above. SM2Bat, banding throughout LTSA and recordings","2 min for every 4",19.2803240740741,453.833333333333
"128","PASCAL",9,"MBY","PASCAL","Complete","drift","WCoastUSA","ST300","3689","Spot","AB, AC",NA,NA,36.54101667,-127.5716667,2016-08-27 00:30:47,100,"R/V Shimada",2016-09-15 13:04:56,36.99042,-128.64151,"R/V Shimada","B-11",1,1,201883689,NA,"n/a",2016-08-27 02:14:57,2016-09-15 20:12:13,"2","2",48,"Cory Hom-Weaver","good",0,24000,"PASCAL_009",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log","2 min for every 2",19.5237152777778,473.954444444444
"129","PASCAL",9,"MBY","PASCAL","Complete","drift","WCoastUSA","ST4300","1436","Spot","AB, AC",NA,NA,36.54101667,-127.5716667,2016-08-27 00:30:47,100,"R/V Shimada",2016-09-15 13:04:56,36.99042,-128.64151,"R/V Shimada","B-11",2,1,856050,2,"856065",2016-08-27 00:22:14,2016-09-15 13:04:14,"2","10",288,"Cory Hom-Weaver","good",0,288000,"PASCAL_009",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","This is the SoundTrap used for the ADRIFT analysis","2 min for every 10",19.5237152777778,468.7
"130","PASCAL",10,"MND","PASCAL","Complete","drift","WCoastUSA","SM3M","SM3M #2","Spot","C, V",NA,"OT-5",39.24718333,-129.1932167,2016-08-27 17:45:53,100,"R/V Shimada",2016-09-16 04:22:18,39.1791,-129.75836,"R/V Shimada","B-2",2,1,856046,2,"856039",2016-08-27 17:44:06,2016-09-17 04:24:05,"Continuous",NA,256,"Cory Hom-Weaver","good",30,256000,"PASCAL_010",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements. SM3M, banding throughout LTSA and recordings","Continuous",19.4419560185185,490.666388888889
"131","PASCAL",11,"ORE","PASCAL","Complete","drift","WCoastUSA","SM2Bat","SM2+Bat #2","Spot","J, K",NA,"SM2+",42.23778333,-129.8487333,2016-08-28 12:47:37,100,"R/V Shimada",2016-09-17 04:18:38,42.7939,-129.8728,"R/V Shimada","W-2",2,1,856019,2,"856023",2016-08-28 12:44:00,2016-09-17 04:18:00,"2","4",192,"Cory Hom-Weaver","compromised",250,96000,"PASCAL_011",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","SM2Bat, banding throughout LTSA and recordings. No depth data","2 min for every 4",19.6465393518519,471.566666666667
"132","PASCAL",12,"COL","PASCAL","Complete","drift","WCoastUSA","ST4300","0774","Spot","AD, AE",NA,NA,45.26296667,-129.7797333,2016-08-29 09:10:25,100,"R/V Shimada",2016-09-17 19:55:07,45.36871,-129.07204,"R/V Shimada","B-12",2,1,856049,2,"856068",2016-08-29 09:01:46,2016-09-17 19:53:46,"2","10",288,"Cory Hom-Weaver","good",27,144000,"PASCAL_012",NA,NA,NA,NA,"No NMS entered","Shannon Rankin",NA,"2 min for every 10",19.4477083333333,466.866666666667
"133","PASCAL",13,"COL","PASCAL","Complete","drift","WCoastUSA","SM3M","SM3M #3","Spot","Gen-D, D",NA,"OT-6",46.22913333,-127.6061667,2016-08-29 20:51:57,100,"R/V Shimada",2016-09-18 04:00:12,46.32899,-128.11394,"R/V Shimada","B-3",2,1,856044,2,"856040",2016-08-29 20:50:05,2016-09-15 17:26:06,"2","2",256,"Cory Hom-Weaver","compromised",250,128000,"PASCAL_013",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements)","2 min for every 2",19.2973958333333,404.600277777778
"134","PASCAL",14,"WAS","PASCAL","Unusable","drift","WCoastUSA","SM2Bat","SM2+Bat #3","Spot","L, M",NA,"SM2+",47.10786667,-125.6051167,2016-08-30 07:51:05,100,"R/V Shimada",2016-09-18 16:08:10,47.10995,-125.37518,"R/V Shimada","W-3",2,1,856027,2,"856022",2016-08-30 07:48:00,2016-09-18 16:10:00,"2","4",192,"Cory Hom-Weaver","unusable",NA,96000,"PASCAL_014",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Noisy; NOT usable. No depth data","2 min for every 4",19.3451967592593,464.366666666667
"135","PASCAL",15,"ORE","PASCAL","Complete","drift","WCoastUSA","ST4300","8025","Spot","AF, AG",NA,NA,43.68206667,-127.7441667,2016-08-31 07:11:05,100,"R/V Shimada",2016-09-16 20:27:05,41.63644,-129.2764,"R/V Shimada","B-13",2,1,856055,2,"856066",2016-08-31 07:11:39,2016-09-05 04:48:43,"2","2",288,"Cory Hom-Weaver","good",24,144000,"PASCAL_015",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Recorded continuously instead of duty-cycle","2 min for every 2",16.5527777777778,117.617777777778
"136","PASCAL",16,"HUM","PASCAL","Complete","drift","WCoastUSA","ST4300","4581","Spot","AH, AI",NA,"OT-7",40.81186667,-127.5371667,2016-09-01 13:20:15,100,"R/V Shimada",2016-09-20 23:57:07,39.43269,-127.61221,"R/V Shimada","B-14",2,1,856054,2,"856057",2016-09-01 13:22:02,2016-09-21 00:04:02,"2","10",288,"Cory Hom-Weaver","compromised",100,144000,"PASCAL_016",NA,NA,NA,NA,"No NMS entered","Shannon Rankin",NA,"2 min for every 10",19.4422685185185,466.7
"137","PASCAL",17,"PTA","PASCAL","Complete","drift","WCoastUSA","SM3M","SM3M #4","Spot","Gen-A, B",NA,NA,38.5191,-126.6401333,2016-09-02 03:55:42,100,"R/V Shimada",2016-09-21 23:11:20,36.51007,-124.621,"R/V Shimada","B-4",2,1,856041,2,"856043",2016-09-02 03:54:06,2016-09-21 23:14:00,"Continuous",NA,256,"Cory Hom-Weaver","compromised",105,128000,"PASCAL_017",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","SM3M recorders were set to record continuously, with each hour consisting of 29 2 min files at a 256 kHz sampling rate followed by one 2 min file at 96 kHz sampling rate (for cleaner ocean noise measurements","Continuous",19.8025231481481,475.331666666667
"138","PASCAL",18,"MBY","PASCAL","Complete","drift","WCoastUSA","SM2Bat","SM2+Bat #4","Spot","N, O",NA,"SM2+",35.84186667,-124.9150833,2016-09-03 05:34:44,100,"R/V Shimada",2016-09-22 11:48:22,34.37835,-124.51677,"R/V Shimada","W-4",2,1,856026,2,"Unknown",2016-09-03 05:32:00,2016-09-22 11:50:00,"2","4",192,"Cory Hom-Weaver","good",0,96000,"PASCAL_018",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","No depth data","2 min for every 4",19.2594675925926,462.3
"139","PASCAL",19,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","0129","Spot","AJ, AK",NA,NA,33.2154,-123.1555333,2016-09-04 11:49:02,100,"R/V Shimada",2016-09-23 06:59:23,31.83393,-122.06117,"R/V Shimada","B-15",2,1,856047,2,"856062",2016-09-04 01:47:23,2016-09-23 06:59:22,"2","10",288,"Cory Hom-Weaver","good",46,144000,"PASCAL_019",NA,NA,NA,NA,"No NMS entered","Shannon Rankin",NA,"2 min for every 10",18.7988541666667,461.199722222222
"140","PASCAL",20,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","0773","Spot","P, Q",NA,"OT-12",33.14258333,-118.9932,2016-09-06 01:35:28,100,"R/V Shimada",2016-09-29 05:07:18,33.73135,-120.94728,"R/V Shimada","B-6",2,1,856061,2,"856056",2016-09-07 02:37:11,2016-09-29 05:18:16,"2","10",288,"Cory Hom-Weaver","compromised",167,144000,"PASCAL_020",NA,NA,NA,NA,"No NMS entered","Shannon Rankin",NA,"2 min for every 10",23.1471064814815,530.684722222222
"141","PASCAL",21,"MOB","PASCAL","Complete","drift","WCoastUSA","ST4300","8505","Spot","T, U",NA,NA,35.29181667,-122.2448333,2016-09-04 00:05:17,100,"R/V Shimada",2016-09-25 10:03:07,36.0036,-122.56168,"R/V Shimada","B-8",2,1,856060,2,"856058",2016-09-03 23:54:34,2016-09-25 10:02:46,"2","10",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_021",NA,NA,NA,NA,"MBNMS","Shannon Rankin","Sea Mount San Juan","2 min for every 10",21.415162037037,514.136666666667
"142","PASCAL",22,"SND","PASCAL","Complete","drift","WCoastUSA","ST4300","2634","Spot","F, G",NA,"OT-32",33.05618333,-120.98895,2016-09-05 06:45:44,100,"R/V Shimada",2016-09-28 17:04:08,34.24002,-120.95419,"R/V Shimada","B-5",2,1,856048,2,"856059",2016-09-05 06:46:25,2016-09-28 17:06:40,"2","10",288,"Cory Hom-Weaver","compromised",106,144000,"PASCAL_022",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Sea Mount San Juan","2 min for every 10",23.4294444444444,562.3375
"143","PASCAL",23,"SND","PASCAL","Complete","drift","WCoastUSA","ST4300","8677","Spot","R, S",NA,"OT-42",33.0006,-121.0014,2016-09-24 01:37:36,100,"R/V Shimada",2016-09-28 00:54:00,33.10899,-120.92377,"R/V Shimada","B-7",2,1,856054,2,"856057",2016-09-24 00:37:42,2016-09-28 00:57:46,"2","2",288,"Cory Hom-Weaver","good",26,144000,"PASCAL_023",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Sea Mount San Juan","2 min for every 2",3.96972222222222,96.3344444444444
"144","PASCAL",24,"SND","PASCAL","Complete","drift","WCoastUSA","ST300","9174","Spot","X, Y",NA,"OT-52",33.07993333,-120.98435,2016-09-24 02:30:18,100,"R/V Shimada",2016-09-28 01:51:21,33.14318,-120.80576,"R/V Shimada","B-9",1,1,1678299174,NA,"n/a",2016-09-24 01:46:49,2016-09-28 02:11:14,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_024",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Sea Mount San Juan. This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log","2 min for every 2",3.97295138888889,96.4069444444444
"145","PASCAL",24,"SND","PASCAL","Complete","drift","WCoastUSA","ST4300","6538","Spot","X, Y",NA,"OT-52",33.07993333,-120.98435,2016-09-24 02:30:18,100,"R/V Shimada",2016-09-28 01:51:21,33.14318,-120.80576,"R/V Shimada","B-9",2,1,856052,2,"856063",2016-09-24 01:47:57,2016-09-28 02:09:43,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_024",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Recorded continuously insteado duty-cycle. Sea Mount San Juan","2 min for every 2",3.97295138888889,96.3627777777778
"146","PASCAL",25,"SND","PASCAL","Complete","drift","WCoastUSA","ST4300","1436","Spot","Z, AA",NA,NA,33.1353,-121.0613833,2016-09-24 04:08:38,100,"R/V Shimada",2016-09-28 02:38:48,33.1833,-120.74837,"R/V Shimada","B-10",2,1,856053,2,"856064",2016-09-24 04:09:39,2016-09-28 02:25:43,"2","2",288,"Cory Hom-Weaver","good",47,144000,"PASCAL_025",NA,NA,NA,NA,"No NMS entered","Shannon Rankin","Recorded continuously insteado duty-cycle. Sea Mount San Juan","2 min for every 2",3.93761574074074,94.2677777777778
"147","PASCAL",26,"CHI","PASCAL","Complete","drift","WCoastUSA","ST300","3689","Spot","AB, AC",NA,"OT-62",34.35036667,-121.0784,2016-09-24 15:16:01,250,"R/V Shimada",2016-09-26 04:19:07,34.08626,-120.84152,"R/V Shimada","B-11",1,1,201883689,NA,"n/a",2016-09-24 15:15:59,2016-09-26 04:22:03,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_026",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Station 26 and 29 are on the same recorder. Data All Good. 2nd recorder was at 250m, Sea Mount Rodriguez. This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log","2 min for every 2",1.54381944444444,37.1011111111111
"148","PASCAL",26,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","0774","Spot","AB, AC",NA,"OT-62",34.35036667,-121.0784,2016-09-24 15:16:01,100,"R/V Shimada",2016-09-26 04:19:07,34.08626,-120.84152,"R/V Shimada","B-11",2,1,856050,2,"856065",2016-09-24 15:15:28,2016-09-26 04:21:29,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_026",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Recorded continuously insteado duty-cycle. Sea Mount Rodriguez","2 min for every 2",1.54381944444444,37.1002777777778
"149","PASCAL",27,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","8025","Spot","AD, AE",NA,NA,34.05741667,-121.0491833,2016-09-24 15:49:32,100,"R/V Shimada",2016-09-26 03:52:20,34.10227,-120.85547,"R/V Shimada","B-12",2,1,856049,2,"856068",2016-09-24 15:49:50,2016-09-26 03:53:51,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_027",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Station 27 and 30 are on the same recorder. Data All Good, Sea Mount Rodriguez","2 min for every 2",1.50194444444444,36.0669444444444
"150","PASCAL",28,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","4581","Spot","AF, AG",NA,"OT-72",33.97393333,-120.9855667,2016-09-24 16:40:10,100,"R/V Shimada",2016-09-29 02:57:31,33.86065,-121.26205,"R/V Shimada","B-13",2,1,856055,2,"856066",2016-09-24 16:40:33,2016-09-29 03:38:00,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_028",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Sea Mount Rodriguez","2 min for every 2",4.42871527777778,106.9575
"151","PASCAL",29,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","0774","Spot","AB, AC",NA,"OT-62",34.05123333,-121.0512333,2016-09-26 05:40:28,100,"R/V Shimada",2016-09-28 14:16:43,33.96885,-120.87064,"R/V Shimada","B-11",2,1,856050,2,"856065",2016-09-26 05:39:29,2016-09-28 14:17:32,"2","2",288,"Cory Hom-Weaver","compromised",250,144000,"PASCAL_029",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Station 29 is the redeployment of station 26 where the DASBR was picked up and redeployed without turning off the recorder. Data All Good. 2nd recorder was at 250m, Sea Mount Rodriguez","2 min for every 2",2.35850694444444,56.6341666666667
"152","PASCAL",29,"CHI","PASCAL","Complete","drift","WCoastUSA","ST300","3689","Spot","AB, AC",NA,"OT-62",34.05123333,-121.0512333,2016-09-26 05:40:28,250,"R/V Shimada",2016-09-28 14:16:43,33.96885,-120.87064,"R/V Shimada","B-11",1,1,201883689,NA,"n/a",2016-09-26 05:42:04,2016-09-28 14:18:11,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_029",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Sea Mount Rodriguez. This was a soundtrap on the same array but at depth. I've briefly scanned through the full bandwidth LTSA and the recordings look good. No noise log","2 min for every 2",2.35850694444444,56.6019444444444
"153","PASCAL",30,"CHI","PASCAL","Complete","drift","WCoastUSA","ST4300","8025","Spot","AD, AE",NA,NA,34.03533333,-121.0779167,2016-09-26 06:07:42,100,"R/V Shimada",2016-09-28 15:12:32,34.01502,-120.86354,"R/V Shimada","B-12",2,1,856049,2,"856068",2016-09-26 06:07:52,2016-09-28 15:13:54,"2","2",288,"Cory Hom-Weaver","good",0,144000,"PASCAL_030",NA,NA,NA,NA,"CHNMS","Shannon Rankin","Station 30 is the redeployment of station 27 where the DASBR was picked up and redeployed without turning off the recorder. Data All Good, Sea Mount Rodriguez","2 min for every 2",2.37835648148148,57.1005555555556
"154","OPPS",1,"MBY","CCC","Complete","drift","WCoastUSA","ST4300HF","5296",NA,NA,NA,NA,35.498717,-121.144633,2022-06-22 00:18:00,50,"R/V Fulmar",2022-06-22 00:42:00,35.498183,-121.143267,"R/V Fulmar","S01_9299",2,1,856143,2,"856153",2022-06-22 00:21:00,2022-06-22 00:42:00,"Continuous",NA,384,NA,"compromised",NA,NA,"OPPS_01","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0166666666666667,0.35
"155","OPPS",2,"MBY","CCC","Complete","drift","WCoastUSA","ST4300HF","5296",NA,NA,NA,NA,35.494822,-121.137667,2022-06-22 17:10:00,50,"R/V Fulmar",2022-06-22 17:47:00,35.308398,-121.09791,"R/V Fulmar","S01_9299",2,1,856143,2,"856153",2022-06-22 17:10:00,2022-06-22 17:47:00,"Continuous",NA,384,NA,"compromised",NA,NA,"OPPS_02","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0256944444444444,0.616666666666667
"156","OPPS",3,"MBY","CCC","Complete","drift","WCoastUSA","ST4300HF","5296",NA,NA,NA,NA,35.544517,-121.200317,2022-06-22 18:11:00,50,"R/V Fulmar",2022-06-22 18:39:00,35.326032,-121.121383,"R/V Fulmar","S01_9299",2,1,856143,2,"856153",2022-06-22 18:11:00,2022-06-22 18:39:00,"Continuous",NA,384,NA,"compromised",NA,NA,"OPPS_03","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0194444444444444,0.466666666666667
"157","OPPS",5,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6655",NA,NA,NA,"16409",35.407267,-121.039467,2022-06-22 21:43:00,100,"R/V Fulmar",2022-06-22 22:23:00,35.378467,-121.043917,"R/V Fulmar","V01_9299",2,1,856138,2,"856151",2022-06-22 21:23:00,2022-06-22 21:43:00,"Continuous",NA,384,NA,"compromised",NA,NA,"OPPS_05","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0277777777777778,0.333333333333333
"158","OPPS",7,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6655",NA,NA,NA,"16409",35.3521,-121.232783,2022-06-23 18:00:00,100,"R/V Fulmar",2022-06-23 18:19:00,35.3682,-121.232933,"R/V Fulmar","V01_9299",2,1,856138,2,"856151",2022-06-23 18:00:00,2022-06-23 18:19:00,"Continuous",NA,384,NA,"compromised",NA,NA,"OOPS_07","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0131944444444444,0.316666666666667
"159","OPPS",8,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6655",NA,NA,NA,"16409",35.045217,-121.706683,2022-06-23 20:20:00,0,"R/V Fulmar",2022-06-23 21:08:00,35.046767,-120.702133,"R/V Fulmar","V01_9299",2,1,856138,2,"856151",2022-06-23 20:03:13,2022-06-23 21:10:43,"Continuous",NA,384,NA,"compromised",NA,NA,"OPPS_08","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0333333333333333,1.125
"160","OPPS",10,"MBY","CCC","Complete","drift","WCoastUSA","ST640","6655",NA,NA,NA,"16409",35.044917,-120.70735,2022-06-24 19:59:00,0,"R/V Fulmar",2022-06-24 20:40:00,35.026444,-120.425762,"R/V Fulmar","V01_9299",2,1,856138,2,"856151",2022-06-24 19:59:00,2022-06-24 20:40:00,"Continuous",NA,384,NA,"compromised",NA,NA,"OPPS_10","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0284722222222222,0.683333333333333
"161","OPPS",11,"MBY","CCC","Complete","drift","WCoastUSA","ST4300HF","5991",NA,NA,NA,NA,35.119767,-120.845,2022-06-24 21:57:00,50,"R/V Fulmar",2022-06-24 22:27:00,35.11805,-120.843333,"R/V Fulmar","S01_9299",2,1,856143,2,"856153",2022-06-24 22:02:00,2022-06-24 22:27:00,"Continuous",NA,384,NA,"compromised",NA,NA,"OPPS_11","No",NA,NA,NA,"22306","CHNMS","Shannon Rankin, Cory Hom-Weaver, Anne Simonis","Continuous",0.0208333333333333,0.416666666666667
"162","OPPS",12,"SFB","ACCESS","Complete","drift","WCoastUSA","ST640","6671","SPOT and solar gps","K/AF/SO-506","30/60","16528",37.95684,-123.57486,2022-07-30 20:00:00,100,"R/V Fulmar",2022-07-30 20:30:00,37.95846,-123.57398,"R/V Fulmar","N01_92NA96",2,1,856117,2,"856118",2022-07-30 20:00:00,2022-07-30 20:17:00,"Continuous",NA,384,NA,NA,NA,NA,"OPPS_012","No","10",NA,NA,NA,"CBNMS","Anne Simonis","Continuous",0.0208333333333333,0.283333333333333
"163","OPPS",13,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7518",NA,NA,NA,"16597/16549",35.4325,-121.2925,2023-03-12 19:57:00,100,"R/V Shearwater",2023-03-12 20:33:00,35.47388889,-121.2358333,"R/V Shearwater","S01_9299",2,1,856143,2,"856153",NA,NA,"6","6",384,NA,NA,NA,NA,"OPPS_13","No","10",NA,NA,"22306","CHNMS","Anne Simonis, Shannon Rankin, Cory Hom-Weaver, Kaitlin Palmer, Kourtney Burger, & Shearwater crew","6 min for every 6",0.025,NA
"164","OPPS",15,"MBY","ADRIFT","Complete","drift","WCoastUSA","ST640","7518","Solar","SO-082",NA,"16549/16583",35.6299,-121.754417,2023-07-15 21:40:00,100,"R/V Fulmar",2023-07-15 22:23:00,35.193783,-121.335283,"R/V Fulmar","S01_9299",2,1,856143,2,"856153",NA,NA,"6","6",384,NA,NA,NA,NA,"OPPS_015","No","No","No",NA,"22306","CHNMS","Cory Hom-Weaver","6 min for every 6",0.0298611111111111,NA
"165","OPPS",16,"MBY","CCC","Complete","drift","WCoastUSA","ST640","7936","Solar","SO-777",NA,"16528/16636",35.631223,-121.79173,2023-11-06 18:07:00,100,"R/V Shearwater",2023-11-06 18:34:00,35.627224,-121.779069,"R/V Shearwater","S01_9299",2,1,856143,2,"856153",2023-11-06 18:06:00,2023-11-06 18:42:00,"6","6",384,NA,"unverified",NA,NA,"OPPS_16","No","10",NA,NA,"22306",NA,"Anne Simonis, Shannon Rankin, Kourtney Burger, Kaitlin Palmer, & Shearwater crew","6 min for every 6",0.01875,0.6
